2026/08/09 15:57:00.314, 59
2026/08/09 15:57:01.314, 59
2026/08/09 15:57:02.315, 61
2026/08/09 15:57:03.315, 617
2026/08/09 15:57:04.315, 617
2026/08/09 15:57:05.315, 617
2026/08/09 15:57:06.316, 617
2026/08/09 15:57:07.316, 617
2026/08/09 15:57:08.316, 617
2026/08/09 15:57:09.316, 617
2026/08/09 15:57:10.316, 617
2026/08/09 15:57:11.317, 617
2026/08/09 15:57:12.317, 617
2026/08/09 15:57:13.317, 617
2026/08/09 15:57:14.317, 617
2026/08/09 15:57:15.318, 617
2026/08/09 15:57:16.318, 617
2026/08/09 15:57:17.318, 617
2026/08/09 15:57:18.318, 617
2026/08/09 15:57:19.319, 617
2026/08/09 15:57:20.319, 617
2026/08/09 15:57:21.319, 617
2026/08/09 15:57:22.319, 617
2026/08/09 15:57:23.320, 617
2026/08/09 15:57:24.320, 617
2026/08/09 15:57:25.320, 617
2026/08/09 15:57:26.320, 617
2026/08/09 15:57:27.321, 617
2026/08/09 15:57:28.321, 617
2026/08/09 15:57:29.322, 617
2026/08/09 15:57:30.322, 617
2026/08/09 15:57:31.322, 617
2026/08/09 15:57:32.322, 617
2026/08/09 15:57:33.322, 4895
2026/08/09 15:57:34.323, 14825
2026/08/09 15:57:35.323, 17795
2026/08/09 15:57:36.323, 18015
2026/08/09 15:57:37.323, 18015
2026/08/09 15:57:38.324, 18015
2026/08/09 15:57:39.324, 18015
2026/08/09 15:57:40.324, 18015
2026/08/09 15:57:41.324, 18015
2026/08/09 15:57:42.325, 18015
2026/08/09 15:57:43.325, 18015
2026/08/09 15:57:44.325, 18015
2026/08/09 15:57:45.325, 22507
2026/08/09 15:57:46.325, 23243
2026/08/09 15:57:47.326, 23243
2026/08/09 15:57:48.326, 23243
2026/08/09 15:57:49.326, 23243
2026/08/09 15:57:50.326, 23243
